0,41
232
40	100	75
-71	69	-67
51	-18	-4
-84	66	-83
-17	99	14
-100	-82	10
44	21	19
26	26	4
61	61	67
41	94	72
-35	65	-31
19	12	-15
19	-21	-40
28	-89	-83
71	-59	-14
17	-42	-58
-15	-16	-73
-50	3	-95
7	-7	-42
-4	80	13
93	41	86
-35	50	-43
67	70	81
98	-88	-8
22	-86	-87
78	-27	18
-97	72	-92
-58	29	-83
10	64	16
-97	96	-73
-86	86	-70
-58	81	-44
23	6	-15
36	-4	-9
-26	-30	-95
41	-66	-51
21	-31	-46
26	94	56
71	10	39
86	-81	-15
-20	15	-54
86	67	99
9	67	17
47	50	45
-100	-50	60
91	-43	20
-100	-83	11
-25	-38	-100
86	-70	-7
22	71	34
-87	77	-77
-9	26	-34
16	-60	-73
-75	67	-73
47	83	70
-100	-71	39
-100	-87	48
36	68	47
98	-95	-13
32	-92	-81
59	-11	10
49	99	84
-97	92	-77
-19	-16	-76
82	-22	26
78	-37	11
83	-95	-29
53	-88	-55
44	70	57
20	4	-20
50	-25	-10
-12	20	-41
8	75	22
-17	62	-14
-97	62	-100
100	-56	20
1	42	-11
53	31	36
81	-8	36
52	41	43
80	-75	-16
-64	87	-45
-73	58	-77
-48	54	-54
55	22	32
24	15	-7
10	-58	-78
-67	49	-78
1	90	26
33	42	23
-14	56	-16
68	7	33
18	-77	-84
-3	15	-36
-35	34	-55
63	-36	-4
35	1	-6
90	38	81
68	80	90
-70	65	-69
62	-54	-20
-9	93	18
-50	0	-97
-27	61	-26
-36	-3	-85
-49	43	-63
-49	35	-69
-45	33	-67
24	-35	-45
93	39	85
36	-31	-30
67	73	83
-21	17	-53
4	44	-6
-100	-8	59
31	-52	-51
-34	74	-24
28	85	51
57	19	31
-94	74	-87
96	-46	22
81	0	42
12	-10	-39
80	40	72
37	89	64
-3	31	-23
57	22	34
-87	71	-82
-22	-19	-82
-24	15	-58
-26	-4	-75
-23	29	-46
8	-56	-79
24	17	-6
76	44	70
67	-89	-41
54	-56	-30
79	34	66
46	-43	-29
-66	40	-84
77	-27	17
26	18	-2
0	-3	-47
6	85	27
30	55	30
7	-54	-78
67	-78	-33
-6	81	12
28	30	9
35	98	68
6	-40	-69
-100	-89	16
-43	62	-42
58	84	82
91	3	55
-53	89	-32
-33	68	-27
3	7	-35
40	-52	-42
-100	-100	41
6	10	-30
10	51	6
59	51	58
96	12	67
93	-19	40
-27	41	-41
-66	38	-85
-43	25	-70
63	-54	-18
-37	36	-56
100	95	-83
81	-5	38
-41	-7	-93
87	-25	30
69	-41	-2
53	-34	-14
-32	13	-68
14	-48	-66
-28	-2	-76
24	7	-13
-13	12	-49
-30	17	-63
64	-68	-29
94	-65	6
8	83	28
-76	89	-57
23	98	-6
-11	100	-96
-59	44	13
58	73	-2
-85	23	64
51	10	83
86	-18	66
68	-81	-63
92	51	71
41	-78	-44
15	-89	99
-56	-59	-28
-77	14	-12
60	91	42
-9	-20	-37
-92	9	86
-81	34	81
-58	-97	-69
-59	56	79
-43	-2	-51
-66	1	22
-43	-58	61
-1	71	-19
-8	28	96
-6	-75	-9
-77	-24	40
74	83	-59
85	22	-11
-25	-27	-92
68	-97	-14
-6	67	-84
-62	26	-10
-80	-67	-63
2	9	39
4	27	-94
86	48	78
41	-83	-21
-62	-17	15
-92	-51	79
-68	83	70
52	32	68
96	99	62
79	-44	0
-99	-97	-57
2	-28	-27
3	-20	95
